step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
849,83618,1698,0.05653604485473378,0.5,0.9166666666666666,0.031874377253267826,1.0,1.0
850,83748,1700,0.029800372209778096,0.5,0.9166666666666666,,,
851,83862,1702,0.03034893297187726,1.0,1.0,,,
852,83928,1704,0.04413031764945053,0.5,0.9166666666666666,,,
853,83994,1706,0.043484327017652265,1.0,1.0,,,
854,84092,1708,0.04643138800704402,0.5,0.9166666666666666,,,
855,84174,1710,0.06658588286297566,0.5,0.9166666666666666,,,
856,84272,1712,0.03863779062961783,0.5,0.9166666666666666,,,
857,84386,1714,0.023620077985697412,0.5,0.9166666666666666,0.047618499011591944,0.5,0.9166666666666666
858,84468,1716,0.052665678623222245,0.5,0.8333333333333334,,,
859,84582,1718,0.02833588118113308,0.5,0.9166666666666666,,,
860,84696,1720,0.029949981219326897,1.0,1.0,,,
861,84778,1722,0.046834133197922914,0.5,0.9166666666666666,,,
862,84876,1724,0.029355196190804424,1.0,1.0,,,
863,84974,1726,0.06052124799159896,0.0,0.8333333333333334,,,
864,85040,1728,0.03131381586593989,1.0,1.0,,,
865,85154,1730,0.029282870784109606,1.0,1.0,0.026406711890010683,0.5,0.9166666666666666
866,85300,1732,0.03576562367802403,1.0,1.0,,,
867,85398,1734,0.029050874640830726,1.0,1.0,,,
868,85544,1736,0.028456570548946347,0.5,0.9166666666666666,,,
869,85610,1738,0.05174176784426031,0.5,0.9166666666666666,,,
870,85692,1740,0.06805923243011382,0.5,0.9166666666666666,,,
871,85758,1742,0.0396052820898056,1.0,1.0,,,
872,85840,1744,0.0502127354008862,0.5,0.9166666666666666,,,
873,85954,1746,0.050290952011810545,0.0,0.8333333333333334,0.07186356531582465,0.0,0.75
874,86084,1748,0.03218717845850634,0.5,0.9166666666666666,,,
875,86166,1750,0.026457428016014074,1.0,1.0,,,
876,86312,1752,0.02449500810593395,1.0,1.0,,,
877,86410,1754,0.0652065710141495,0.5,0.8333333333333334,,,
878,86508,1756,0.06390154092533191,0.0,0.75,,,
879,86574,1758,0.05755206810316992,0.5,0.9166666666666666,,,
880,86640,1760,0.020278754255796203,1.0,1.0,,,
881,86722,1762,0.0798335868424339,0.0,0.8333333333333334,0.07052731347297322,0.5,0.9166666666666666
882,86804,1764,0.08515109604097865,0.0,0.8333333333333334,,,
883,86886,1766,0.07026797272896701,0.0,0.8333333333333334,,,
884,86984,1768,0.024784246873273335,1.0,1.0,,,
885,87066,1770,0.051405186861064614,0.0,0.75,,,
886,87164,1772,0.039811045460762313,0.5,0.9166666666666666,,,
887,87246,1774,0.034771518427303104,0.5,0.9166666666666666,,,
888,87360,1776,0.02272493900741771,1.0,1.0,,,
889,87458,1778,0.04212713568581496,0.5,0.9166666666666666,0.031694046384906166,1.0,1.0
890,87524,1780,0.04018344738816282,1.0,1.0,,,
891,87638,1782,0.02820443206233774,1.0,1.0,,,
892,87688,1784,0.033264479293952674,1.0,1.0,,,
893,87802,1786,0.021221264099705924,1.0,1.0,,,
894,87916,1788,0.01419964484757088,1.0,1.0,,,
895,88030,1790,0.02655681998348271,1.0,1.0,,,
896,88112,1792,0.049219848965974276,0.5,0.8333333333333334,,,
897,88226,1794,0.03627153701707787,1.0,1.0,0.03459061467256219,1.0,1.0
898,88308,1796,0.05022409988807512,1.0,1.0,,,
899,88406,1798,0.02416125355440092,1.0,1.0,,,
900,88504,1800,0.03609737668585591,0.5,0.9166666666666666,,,
901,88602,1802,0.02794195418827222,1.0,1.0,,,
902,88700,1804,0.020928506534759587,1.0,1.0,,,
903,88766,1806,0.04374974109957874,1.0,1.0,,,
904,88816,1808,0.05256973013185681,0.5,0.9166666666666666,,,
905,88914,1810,0.03663363022108241,0.5,0.9166666666666666,0.037368134718587576,1.0,1.0
906,88996,1812,0.02271161610689523,1.0,1.0,,,
907,89078,1814,0.028538159705051136,1.0,1.0,,,
908,89176,1816,0.034466899984296334,1.0,1.0,,,
909,89274,1818,0.02850922646046077,1.0,1.0,,,
910,89356,1820,0.031750695579723466,1.0,1.0,,,
911,89422,1822,0.033545144406088245,0.5,0.9166666666666666,,,
912,89520,1824,0.03235924346207289,1.0,1.0,,,
913,89570,1826,0.026503716714602582,1.0,1.0,0.0523069079859797,0.5,0.8333333333333334
914,89668,1828,0.03885866406117359,1.0,1.0,,,
915,89798,1830,0.0220272623225139,1.0,1.0,,,
916,89864,1832,0.030813690197293513,1.0,1.0,,,
917,89930,1834,0.08228174215985003,0.5,0.9166666666666666,,,
918,89996,1836,0.024811811623854964,1.0,1.0,,,
919,90062,1838,0.06836268576408536,0.5,0.9166666666666666,,,
920,90144,1840,0.034133739162853824,0.5,0.9166666666666666,,,
921,90226,1842,0.04863119646468209,0.0,0.8333333333333334,0.035204858364376604,0.5,0.9166666666666666
922,90308,1844,0.025495042120448858,1.0,1.0,,,
923,90406,1846,0.02204780491836796,1.0,1.0,,,
924,90504,1848,0.03513640131445434,0.5,0.9166666666666666,,,
925,90554,1850,0.048297281576220326,0.5,0.9166666666666666,,,
926,90636,1852,0.0942480990399199,0.5,0.8333333333333334,,,
927,90750,1854,0.025139691841908413,1.0,1.0,,,
928,90848,1856,0.030378443222189067,0.5,0.9166666666666666,,,
929,90962,1858,0.028241548433773977,1.0,1.0,0.031128562731906187,1.0,1.0
930,91060,1860,0.042547921057757586,0.5,0.9166666666666666,,,
931,91142,1862,0.019640258682539095,1.0,1.0,,,
932,91224,1864,0.02008023620334469,1.0,1.0,,,
933,91306,1866,0.035026802103276265,1.0,1.0,,,
934,91404,1868,0.036576770260038534,0.5,0.9166666666666666,,,
935,91502,1870,0.03224766303108693,1.0,1.0,,,
936,91616,1872,0.02172920062701574,1.0,1.0,,,
937,91794,1874,0.0309839748674918,1.0,1.0,0.03817004576532568,0.5,0.9166666666666666
938,91844,1876,0.024010218701960327,1.0,1.0,,,
939,91942,1878,0.08637590305136707,0.5,0.9166666666666666,,,
940,92072,1880,0.03315976442384939,1.0,1.0,,,
941,92170,1882,0.05869542601090386,0.5,0.9166666666666666,,,
942,92268,1884,0.05606081724571991,0.0,0.8333333333333334,,,
943,92350,1886,0.09224064123449857,0.0,0.75,,,
944,92448,1888,0.06940488740129161,0.5,0.9166666666666666,,,
945,92562,1890,0.023849327789292264,1.0,1.0,0.02065066682239352,1.0,1.0
946,92644,1892,0.0350942110254305,1.0,1.0,,,
947,92758,1894,0.031167936583198014,0.5,0.9166666666666666,,,
948,92856,1896,0.021325687729153723,1.0,1.0,,,
949,92906,1898,0.03556953891121834,0.5,0.9166666666666666,,,
950,93004,1900,0.03238987404687264,1.0,1.0,,,
951,93102,1902,0.04389811421390038,0.5,0.9166666666666666,,,
952,93152,1904,0.09216651239051317,0.0,0.8333333333333334,,,
953,93282,1906,0.03227255809838889,0.5,0.9166666666666666,0.03430510619751706,1.0,1.0
954,93412,1908,0.03165754100289341,0.5,0.9166666666666666,,,
955,93510,1910,0.07823337772053321,0.5,0.8333333333333334,,,
956,93592,1912,0.0698611141821486,0.5,0.9166666666666666,,,
957,93658,1914,0.0290403550304498,1.0,1.0,,,
958,93724,1916,0.05623914491333778,0.0,0.8333333333333334,,,
959,93806,1918,0.04776983067770775,0.5,0.9166666666666666,,,
960,93888,1920,0.03137197002510892,0.5,0.9166666666666666,,,
961,93938,1922,0.02051316219891021,1.0,1.0,0.04345394563527885,0.0,0.8333333333333334
962,94052,1924,0.048087208261204765,0.0,0.8333333333333334,,,
963,94118,1926,0.06885816684665322,0.5,0.8333333333333334,,,
964,94200,1928,0.033865900899347254,1.0,1.0,,,
965,94426,1930,0.02433397117752279,1.0,1.0,,,
966,94524,1932,0.04134983750307635,0.5,0.9166666666666666,,,
967,94606,1934,0.035502711419839024,0.5,0.9166666666666666,,,
968,94720,1936,0.029002914152678035,1.0,1.0,,,
969,94802,1938,0.03593227637326339,1.0,1.0,0.05131224657883469,0.5,0.9166666666666666
970,94884,1940,0.030825437716709193,1.0,1.0,,,
971,94966,1942,0.036951130798283535,1.0,1.0,,,
972,95080,1944,0.019430803158815513,1.0,1.0,,,
973,95178,1946,0.020872436836515743,1.0,1.0,,,
974,95260,1948,0.023641316050104725,1.0,1.0,,,
975,95390,1950,0.029301047559687918,1.0,1.0,,,
976,95488,1952,0.039780577098437034,0.5,0.9166666666666666,,,
977,95586,1954,0.026224395888447754,0.5,0.9166666666666666,0.019082763261743404,1.0,1.0
978,95652,1956,0.05784213710290228,0.5,0.9166666666666666,,,
979,95750,1958,0.039904395083037454,0.5,0.9166666666666666,,,
980,95896,1960,0.021522416019153952,1.0,1.0,,,
981,95994,1962,0.06150765077000573,0.5,0.8333333333333334,,,
982,96076,1964,0.039605415053055655,0.5,0.9166666666666666,,,
983,96126,1966,0.044059323542119666,0.5,0.9166666666666666,,,
984,96192,1968,0.028480791709872052,1.0,1.0,,,
985,96370,1970,0.019794219969261027,1.0,1.0,0.06782831137536428,0.5,0.8333333333333334
986,96436,1972,0.01910195181986058,1.0,1.0,,,
987,96502,1974,0.03047640012331726,0.5,0.9166666666666666,,,
988,96600,1976,0.057355541006347904,0.5,0.8333333333333334,,,
989,96698,1978,0.028431137777800947,0.5,0.8333333333333334,,,
990,96780,1980,0.019112129386466656,1.0,1.0,,,
991,96878,1982,0.0272971486771479,1.0,1.0,,,
992,96976,1984,0.029371496139995273,1.0,1.0,,,
993,97106,1986,0.019954785391030436,1.0,1.0,0.039268075207539534,0.5,0.8333333333333334
994,97188,1988,0.040463165464166194,0.5,0.9166666666666666,,,
995,97270,1990,0.05737910413697643,0.5,0.8333333333333334,,,
996,97368,1992,0.04251163364414936,0.5,0.8333333333333334,,,
997,97450,1994,0.0607555069909933,0.5,0.8333333333333334,,,
998,97532,1996,0.04672204160160591,0.5,0.9166666666666666,,,
999,97614,1998,0.10854078877461722,0.0,0.8333333333333334,,,
1000,97712,2000,0.027235533064015816,1.0,1.0,,,
1001,97778,2002,0.06165361073905584,0.5,0.9166666666666666,0.017601828597082484,1.0,1.0
1002,97892,2004,0.045134981521887794,0.5,0.9166666666666666,,,
1003,98006,2006,0.024095777645759448,1.0,1.0,,,
1004,98072,2008,0.028322187235673375,1.0,1.0,,,
1005,98170,2010,0.03046796420855356,0.5,0.8333333333333334,,,
1006,98268,2012,0.032090017124357544,1.0,1.0,,,
1007,98366,2014,0.01880061015502162,1.0,1.0,,,
1008,98432,2016,0.02595884977239862,1.0,1.0,,,
1009,98514,2018,0.06684998709697301,0.0,0.75,0.03236035629285568,1.0,1.0
1010,98612,2020,0.02558970254526115,1.0,1.0,,,
1011,98726,2022,0.02720091834849253,1.0,1.0,,,
1012,98824,2024,0.05346142736865573,0.5,0.9166666666666666,,,
1013,98890,2026,0.016168441012441904,1.0,1.0,,,
1014,98972,2028,0.047282000744388056,0.5,0.9166666666666666,,,
1015,99038,2030,0.029092858660468436,1.0,1.0,,,
1016,99152,2032,0.03714500297533244,0.5,0.9166666666666666,,,
1017,99234,2034,0.048890308451349604,0.5,0.9166666666666666,0.017229503348115096,1.0,1.0
1018,99316,2036,0.020065511790091868,1.0,1.0,,,
1019,99398,2038,0.07707268895063119,0.0,0.75,,,
1020,99496,2040,0.01806480780591992,1.0,1.0,,,
1021,99594,2042,0.012420002869616814,1.0,1.0,,,
1022,99676,2044,0.02843682963486075,1.0,1.0,,,
1023,99742,2046,0.02464300617181081,1.0,1.0,,,
1024,100000,2048,0.01810907025196424,1.0,1.0,,,
1025,100082,2050,0.044485944454719,0.5,0.9166666666666666,0.02437887630718393,1.0,1.0
1026,100148,2052,0.03169278660552231,1.0,1.0,,,
1027,100262,2054,0.03663827228919393,1.0,1.0,,,
1028,100360,2056,0.03929478888360829,0.5,0.9166666666666666,,,
1029,100458,2058,0.03139836731058285,0.5,0.9166666666666666,,,
1030,100524,2060,0.053361874264282676,0.5,0.8333333333333334,,,
1031,100670,2062,0.03546653496753279,0.5,0.9166666666666666,,,
1032,100752,2064,0.03722785904107952,0.5,0.9166666666666666,,,
1033,100818,2066,0.05233063162128773,0.5,0.9166666666666666,0.03499404906956546,0.5,0.9166666666666666
1034,100932,2068,0.03401166993269166,1.0,1.0,,,
1035,101030,2070,0.029446226625337843,1.0,1.0,,,
1036,101112,2072,0.04429788075894879,1.0,1.0,,,
1037,101194,2074,0.02587346374727803,1.0,1.0,,,
1038,101260,2076,0.044760580070183596,0.5,0.9166666666666666,,,
1039,101342,2078,0.04035609600477648,0.5,0.9166666666666666,,,
1040,101440,2080,0.023999290215117475,0.5,0.9166666666666666,,,
1041,101538,2082,0.045522804645056196,0.5,0.9166666666666666,0.035363338030804124,0.5,0.9166666666666666
1042,101700,2084,0.020457579162510457,1.0,1.0,,,
1043,101798,2086,0.03027874978036027,0.5,0.9166666666666666,,,
1044,101880,2088,0.038981074613573245,1.0,1.0,,,
1045,101994,2090,0.027409439603761084,1.0,1.0,,,
1046,102156,2092,0.028557749076886296,0.5,0.9166666666666666,,,
1047,102254,2094,0.03423440577749308,1.0,1.0,,,
1048,102320,2096,0.03051220975240767,0.5,0.9166666666666666,,,
1049,102418,2098,0.0505366498810299,0.0,0.8333333333333334,0.033633488698848545,1.0,1.0
1050,102532,2100,0.025862889798181736,0.5,0.9166666666666666,,,
1051,102598,2102,0.05469897324379065,0.0,0.8333333333333334,,,
1052,102680,2104,0.026644843398908647,1.0,1.0,,,
1053,102762,2106,0.037200592280276175,1.0,1.0,,,
1054,102876,2108,0.032092117403109584,1.0,1.0,,,
1055,102958,2110,0.04168304177738116,0.0,0.8333333333333334,,,
1056,103040,2112,0.022857089542719734,1.0,1.0,,,
1057,103154,2114,0.05307914655451838,0.0,0.8333333333333334,0.0588237102523844,0.5,0.9166666666666666
1058,103236,2116,0.023461616755284808,1.0,1.0,,,
1059,103318,2118,0.04668769169058462,1.0,1.0,,,
1060,103544,2120,0.0554788889110315,0.0,0.75,,,
1061,103610,2122,0.03001015358063757,1.0,1.0,,,
1062,103708,2124,0.03918986524315334,0.5,0.9166666666666666,,,
1063,103806,2126,0.025957694473120952,1.0,1.0,,,
1064,103872,2128,0.05208048734703169,0.0,0.8333333333333334,,,
1065,103938,2130,0.11858823858288407,0.5,0.8333333333333334,0.05777817146953678,0.5,0.9166666666666666
1066,104052,2132,0.03993551498012043,0.5,0.9166666666666666,,,
1067,104102,2134,0.031203560720682044,1.0,1.0,,,
1068,104280,2136,0.022909385383407387,1.0,1.0,,,
1069,104378,2138,0.03300935828306105,0.5,0.9166666666666666,,,
1070,104444,2140,0.04571700550760525,0.5,0.9166666666666666,,,
1071,104510,2142,0.037372938966261135,1.0,1.0,,,
1072,104592,2144,0.020954034960034052,1.0,1.0,,,
1073,104658,2146,0.03994013756490389,0.5,0.9166666666666666,0.021054719699344818,1.0,1.0
1074,104804,2148,0.025631302472863972,0.5,0.9166666666666666,,,
1075,104950,2150,0.032427894371461236,0.5,0.9166666666666666,,,
1076,105032,2152,0.07641348307596602,0.5,0.8333333333333334,,,
1077,105130,2154,0.038345726409408275,0.5,0.9166666666666666,,,
1078,105212,2156,0.04135901960244016,0.5,0.9166666666666666,,,
1079,105278,2158,0.03761411173168245,0.5,0.9166666666666666,,,
1080,105376,2160,0.04288545745557414,0.5,0.9166666666666666,,,
1081,105490,2162,0.03200431359550943,1.0,1.0,0.01591069990724359,1.0,1.0
1082,105572,2164,0.06477731557912422,0.5,0.9166666666666666,,,
1083,105654,2166,0.048997455902096136,0.5,0.9166666666666666,,,
1084,105752,2168,0.044869373814183766,0.5,0.9166666666666666,,,
1085,105818,2170,0.054096797778896144,0.5,0.9166666666666666,,,
1086,105916,2172,0.039442570106370395,0.5,0.9166666666666666,,,
1087,105982,2174,0.06900582170717083,0.5,0.9166666666666666,,,
1088,106080,2176,0.05130160055340096,0.5,0.9166666666666666,,,
1089,106162,2178,0.019771383656438987,1.0,1.0,0.02936888030265972,1.0,1.0
1090,106228,2180,0.031382887506524,1.0,1.0,,,
1091,106326,2182,0.04409460599494458,1.0,1.0,,,
1092,106392,2184,0.03901001761009482,0.5,0.9166666666666666,,,
1093,106522,2186,0.020948738097301245,0.5,0.8333333333333334,,,
1094,106652,2188,0.018659403839719743,1.0,1.0,,,
1095,106750,2190,0.020115777826659003,1.0,1.0,,,
1096,107264,2192,0.023419944656531713,0.5,0.9166666666666666,,,
1097,107362,2194,0.03957451523675492,0.5,0.9166666666666666,0.03415222115480242,1.0,1.0
1098,107476,2196,0.022559289338290846,1.0,1.0,,,
1099,107590,2198,0.024288430719243113,1.0,1.0,,,
1100,107672,2200,0.027712224065526352,1.0,1.0,,,
1101,107770,2202,0.02556458593985497,1.0,1.0,,,
1102,107868,2204,0.018823224450630394,1.0,1.0,,,
1103,107950,2206,0.06168541640799526,0.0,0.75,,,
1104,108000,2208,0.031251227207667355,1.0,1.0,,,
1105,108290,2210,0.021745183053471125,1.0,1.0,0.06629391878488902,0.5,0.9166666666666666
1106,108372,2212,0.01879644208887305,1.0,1.0,,,
1107,108470,2214,0.02238313974140756,1.0,1.0,,,
1108,108584,2216,0.02158585451968589,1.0,1.0,,,
1109,108762,2218,0.034794285705626156,0.5,0.9166666666666666,,,
1110,108860,2220,0.0210091656286613,1.0,1.0,,,
1111,108942,2222,0.040217151865949895,0.5,0.9166666666666666,,,
1112,109040,2224,0.027513417399857566,1.0,1.0,,,
1113,109106,2226,0.04119495892322988,1.0,1.0,0.050818641098937384,0.5,0.9166666666666666
1114,109172,2228,0.043976379223881285,1.0,1.0,,,
1115,109254,2230,0.019040896079875406,1.0,1.0,,,
1116,109336,2232,0.03245595665941041,1.0,1.0,,,
1117,109418,2234,0.020211737866613903,1.0,1.0,,,
1118,109532,2236,0.021044263038096166,1.0,1.0,,,
1119,109598,2238,0.049624869386314004,0.5,0.9166666666666666,,,
1120,109664,2240,0.0148177703276113,1.0,1.0,,,
1121,109778,2242,0.0312777151396838,1.0,1.0,0.04159916309454504,0.5,0.8333333333333334
1122,109876,2244,0.020222743532285196,1.0,1.0,,,
1123,109974,2246,0.021643527952360225,1.0,1.0,,,
1124,110072,2248,0.03485579480023093,0.5,0.9166666666666666,,,
1125,110682,2250,0.01217761870688854,1.0,1.0,,,
1126,110812,2252,0.030415369737813763,1.0,1.0,,,
1127,110878,2254,0.1122246922356095,0.0,0.75,,,
1128,110928,2256,0.024349719478698073,1.0,1.0,,,
1129,111042,2258,0.03943021721779883,0.5,0.8333333333333334,0.03134581727434693,0.5,0.9166666666666666
1130,111108,2260,0.06293854315934468,0.0,0.8333333333333334,,,
1131,111190,2262,0.08256107284178657,0.5,0.9166666666666666,,,
1132,111272,2264,0.03473932717902787,1.0,1.0,,,
1133,111338,2266,0.025263217858622226,1.0,1.0,,,
1134,111452,2268,0.023160656157232812,1.0,1.0,,,
1135,111566,2270,0.07599015676263718,0.5,0.9166666666666666,,,
1136,111696,2272,0.025438035886374596,1.0,1.0,,,
1137,111762,2274,0.057417576719942826,0.5,0.9166666666666666,0.09344406970269058,0.0,0.75
1138,111844,2276,0.021514150901586104,1.0,1.0,,,
1139,111942,2278,0.046112782622213876,0.5,0.9166666666666666,,,
1140,112040,2280,0.025560900614582372,1.0,1.0,,,
1141,112154,2282,0.019160710107460194,1.0,1.0,,,
1142,112236,2284,0.020105767701874565,1.0,1.0,,,
1143,112318,2286,0.028307358735359,0.5,0.9166666666666666,,,
1144,112384,2288,0.06346444181777751,0.5,0.9166666666666666,,,
1145,112466,2290,0.03541415569950835,1.0,1.0,0.03295044526516236,0.5,0.9166666666666666
1146,112532,2292,0.01813410458092415,1.0,1.0,,,
1147,112614,2294,0.03541533136763496,0.5,0.9166666666666666,,,
1148,112696,2296,0.07487790728242454,0.0,0.8333333333333334,,,
1149,112778,2298,0.031245291155752798,1.0,1.0,,,
1150,112860,2300,0.08036927391585844,0.0,0.8333333333333334,,,
1151,112926,2302,0.01586535003768617,1.0,1.0,,,
1152,113072,2304,0.02785789610478308,1.0,1.0,,,
1153,113138,2306,0.03553626498230057,1.0,1.0,0.03215267023778101,1.0,1.0
1154,113236,2308,0.03961224209978442,0.5,0.9166666666666666,,,
1155,113382,2310,0.023089121016651375,0.5,0.9166666666666666,,,
1156,113464,2312,0.024773783876863235,1.0,1.0,,,
1157,113642,2314,0.027002070907801975,1.0,1.0,,,
1158,113724,2316,0.03361394732062263,1.0,1.0,,,
1159,113822,2318,0.030703593476878982,1.0,1.0,,,
1160,113904,2320,0.017781881863513944,1.0,1.0,,,
1161,114002,2322,0.04616767263343488,0.5,0.9166666666666666,0.03400322252386047,1.0,1.0
1162,114116,2324,0.026918844571754214,1.0,1.0,,,
1163,114246,2326,0.03658040440075716,0.5,0.8333333333333334,,,
1164,114344,2328,0.036823347406334576,0.5,0.9166666666666666,,,
1165,114538,2330,0.03599312319570534,0.5,0.9166666666666666,,,
1166,114684,2332,0.0387541170981288,0.5,0.8333333333333334,,,
1167,114782,2334,0.03561348360508478,0.5,0.9166666666666666,,,
1168,114880,2336,0.017881965148736755,1.0,1.0,,,
1169,114946,2338,0.018759982633131646,1.0,1.0,0.057147739767331715,0.5,0.8333333333333334
1170,115044,2340,0.04271806803996043,0.5,0.9166666666666666,,,
1171,115174,2342,0.02826815580289434,0.5,0.9166666666666666,,,
1172,115304,2344,0.03173381876671462,1.0,1.0,,,
1173,115434,2346,0.042861467526876244,0.5,0.8333333333333334,,,
1174,115532,2348,0.01295946341601393,1.0,1.0,,,
1175,115614,2350,0.04458441789469589,0.5,0.9166666666666666,,,
1176,115696,2352,0.029214678335962564,0.5,0.9166666666666666,,,
1177,115778,2354,0.029499670032286394,1.0,1.0,0.04161771629647176,0.5,0.9166666666666666
1178,115860,2356,0.04532286286398012,0.5,0.9166666666666666,,,
1179,115926,2358,0.051619487391954634,0.5,0.9166666666666666,,,
1180,115992,2360,0.05311561218694624,0.5,0.9166666666666666,,,
1181,116234,2362,0.017979907962772046,0.5,0.9166666666666666,,,
1182,116316,2364,0.03005147241574934,1.0,1.0,,,
1183,116398,2366,0.0373897225816963,1.0,1.0,,,
1184,116560,2368,0.03796824511162018,1.0,1.0,,,
1185,116626,2370,0.045395843147856565,0.5,0.9166666666666666,0.08016801601767595,0.0,0.8333333333333334
1186,116724,2372,0.027005277809149724,1.0,1.0,,,
1187,116822,2374,0.030621425653377093,1.0,1.0,,,
1188,116920,2376,0.028530995737591523,1.0,1.0,,,
1189,117162,2378,0.020645715592657828,0.5,0.8333333333333334,,,
1190,117340,2380,0.04379075697933551,0.5,0.8333333333333334,,,
1191,117422,2382,0.021290626824310835,1.0,1.0,,,
1192,117536,2384,0.031024404077117478,0.5,0.9166666666666666,,,
1193,117602,2386,0.04906890320650614,0.5,0.9166666666666666,0.025888363727879043,1.0,1.0
1194,117748,2388,0.021843189197716193,1.0,1.0,,,
1195,117830,2390,0.07252286012371983,0.0,0.75,,,
1196,117912,2392,0.025947065884744464,1.0,1.0,,,
1197,118026,2394,0.027709994265908745,1.0,1.0,,,
1198,118204,2396,0.02670796556491106,0.5,0.9166666666666666,,,
1199,118286,2398,0.031217309083907886,1.0,1.0,,,
1200,118416,2400,0.01999508361993252,0.5,0.9166666666666666,,,
1201,118482,2402,0.036816017314973,0.5,0.9166666666666666,0.07962401720978605,0.5,0.8333333333333334
1202,118564,2404,0.03697771595177744,0.5,0.9166666666666666,,,
1203,118630,2406,0.02592501325817569,1.0,1.0,,,
1204,118712,2408,0.06869341211568022,0.5,0.9166666666666666,,,
1205,118794,2410,0.04079281225456187,0.5,0.9166666666666666,,,
1206,118876,2412,0.024753677701186094,1.0,1.0,,,
1207,118958,2414,0.0391215111107461,0.5,0.9166666666666666,,,
1208,119104,2416,0.03626208180130455,0.5,0.9166666666666666,,,
1209,119266,2418,0.027582303282050365,1.0,1.0,0.05543865469163607,0.5,0.9166666666666666
1210,119332,2420,0.021603600338558238,1.0,1.0,,,
1211,119430,2422,0.01991302460188874,1.0,1.0,,,
1212,119512,2424,0.033008632545055205,0.0,0.8333333333333334,,,
1213,119594,2426,0.0182228514803136,1.0,1.0,,,
1214,119644,2428,0.023480306745147103,1.0,1.0,,,
1215,119710,2430,0.06799315523979452,0.0,0.8333333333333334,,,
1216,119824,2432,0.023945886697997024,1.0,1.0,,,
1217,119906,2434,0.027193750248023042,1.0,1.0,0.03018012707457491,1.0,1.0
1218,120052,2436,0.029472061213653675,1.0,1.0,,,
1219,120118,2438,0.01948624075146333,1.0,1.0,,,
1220,120296,2440,0.03232405346773248,0.5,0.9166666666666666,,,
1221,120378,2442,0.052207788012385126,0.5,0.9166666666666666,,,
1222,120460,2444,0.040484086616508,0.5,0.9166666666666666,,,
1223,120542,2446,0.08398990839119527,0.0,0.75,,,
1224,120656,2448,0.04558184913396839,0.5,0.9166666666666666,,,
1225,120722,2450,0.02947110888100958,1.0,1.0,0.01893191641550896,1.0,1.0
1226,120820,2452,0.03147536124302162,1.0,1.0,,,
1227,120934,2454,0.025724315426923865,1.0,1.0,,,
1228,121032,2456,0.02167837050346705,1.0,1.0,,,
1229,121114,2458,0.0527174727456667,0.0,0.8333333333333334,,,
1230,121164,2460,0.03945934159419683,1.0,1.0,,,
1231,121246,2462,0.03717314818966002,0.5,0.9166666666666666,,,
1232,121328,2464,0.014796149044335127,1.0,1.0,,,
1233,121458,2466,0.022186460916435932,1.0,1.0,0.026661230903086048,1.0,1.0
1234,121540,2468,0.02701862228049322,1.0,1.0,,,
1235,121622,2470,0.06333867147628154,0.5,0.8333333333333334,,,
1236,121768,2472,0.03234767414253816,1.0,1.0,,,
1237,121898,2474,0.04723840758920068,0.5,0.8333333333333334,,,
1238,121980,2476,0.018126966031930522,1.0,1.0,,,
1239,122062,2478,0.021311567231851656,1.0,1.0,,,
1240,122128,2480,0.02354049067536984,1.0,1.0,,,
1241,122226,2482,0.01731600117444942,1.0,1.0,0.054206326790875295,0.5,0.9166666666666666
1242,122308,2484,0.034986010475065873,1.0,1.0,,,
1243,122406,2486,0.05160648275096192,0.5,0.8333333333333334,,,
1244,122520,2488,0.05124894136253103,0.5,0.9166666666666666,,,
1245,122586,2490,0.03547175748279184,0.5,0.9166666666666666,,,
1246,122684,2492,0.047217893091163365,0.5,0.9166666666666666,,,
1247,122814,2494,0.053366921605310924,0.5,0.9166666666666666,,,
1248,122912,2496,0.03066798865505992,1.0,1.0,,,
1249,123010,2498,0.03757994307987065,0.5,0.9166666666666666,0.02795051714760593,1.0,1.0
1250,123092,2500,0.0265152919622557,1.0,1.0,,,
1251,123238,2502,0.021876527485528596,1.0,1.0,,,
1252,123368,2504,0.036046656740032934,1.0,1.0,,,
1253,123482,2506,0.0494653975167092,0.5,0.9166666666666666,,,
1254,123580,2508,0.03445108541576233,0.5,0.9166666666666666,,,
1255,123662,2510,0.02488089297366301,1.0,1.0,,,
1256,123792,2512,0.04376202216393352,0.5,0.9166666666666666,,,
1257,123922,2514,0.04195008721845872,0.0,0.8333333333333334,0.0679110701679938,0.5,0.8333333333333334
1258,124036,2516,0.03874630879132174,0.5,0.9166666666666666,,,
1259,124182,2518,0.01648464778450651,1.0,1.0,,,
1260,124264,2520,0.05616375722958104,0.5,0.9166666666666666,,,
1261,124362,2522,0.023225232132767698,1.0,1.0,,,
1262,124540,2524,0.026738871071899605,1.0,1.0,,,
1263,124670,2526,0.029778392882340937,0.5,0.9166666666666666,,,
1264,124848,2528,0.036446993520889766,0.5,0.9166666666666666,,,
1265,124946,2530,0.0306125484268044,1.0,1.0,0.03109931517902987,0.5,0.9166666666666666
1266,125028,2532,0.04023900156391423,0.5,0.9166666666666666,,,
1267,125142,2534,0.050361663436691476,0.0,0.8333333333333334,,,
1268,125240,2536,0.031085518038254573,1.0,1.0,,,
1269,125338,2538,0.03230451354787942,1.0,1.0,,,
